AssessmentName,QuestionNumber,Subject[0].subjectId,Subject[0].subjectName,GradeLevel,ContentSubType,ContentSubSubType,QuestionText,Rubrics[0].score,Rubrics[1].score,Rubrics[2].score,Rubrics[3].score,Rubrics[0].criteria,Rubrics[1].criteria,Rubrics[2].criteria,Rubrics[3].criteria,Rubrics[0].rubricId,Rubrics[1].rubricId,Rubrics[2].rubricId,Rubrics[3].rubricId,Skills[0].skillId,Skills[1].skillId,Skills[2].skillId,Skills[0].skillName,Skills[1].skillName,Skills[2].skillName
Grade 8 — Science,7,2,Science,8,openEnded,shortAnswer,"A gardener has collected waste of plants, vegetables and fruits in a pit. Does gardener notice any change after some days? Give reasons and evaluate if this is beneficial for soil health",0.5,1,0.5,,The user suggests that the gardener will notice significant changes.,Explain what changes the gardener will see and which are the reasons for them.,Explains the points for why it is useful for the soil.,,I1-hnDhwIW7rMN7sYs9-s,6D1Asu47mq2wVkb8IMaaM,X_IIt5v_FdU_CXI25drZ-,,506,535,,Ensuring Healthy Plant Growth and Food Safety,Understanding Living Organisms and Life Processes,
Grade 8 — Science,8,2,Science,8,openEnded,shortAnswer,"What are weeds, and why is their removal (weeding) an important agricultural practice?",1,1,,,Correctly defines weeds as unwanted plants that grow along with the main crop.,"Explains that their removal is important because they compete with the crop for essential resources like sunlight, water, and nutrients, thus reducing the crop's yield.",,,IavdfPTDT0qy8ylESGt00,_Xrnag-HJanMxUo2ytXwP,,,506,,,Ensuring Healthy Plant Growth and Food Safety,,
Grade 8 — Science,9,2,Science,8,openEnded,shortAnswer,"A student sets up an experiment with two pots. Pot 'A' has soil mixed with manure (gobar khaad), and Pot 'B' has soil mixed with a high nitrogen chemical fertilizer like urea. After a month, student shows two plants. Based on your observations of two plants, what specific differences would you expect to see in their growth and overall development? Explain why these differences occurred.",1,1,,,For (a): Correctly predicts that the plant in Pot 'B' (with fertilizer) will likely show faster and taller initial growth compared to Pot 'A'.,For (b): Correctly identifies that using manure (Pot 'A') is better for long-term soil health.,,,fRIbisPLIdp6i3f6gVldH,V0QhokjBzB6ZchQ1XJmW3,,,506,502,,Ensuring Healthy Plant Growth and Food Safety,Applying Science to Everyday Life,
Grade 8 — Science,10,2,Science,8,openEnded,shortAnswer,Describe the process of pasteurization and explain why it is used for preserving milk.,1,1,,,Correctly describes the process: milk is heated to a high temperature (around 70°C) for a short time (15-30 seconds) and then cooled quickly. (Temperature and time duration are not mandatory for students to write),"Explains that this process kills most of the harmful microorganisms present in the milk, preventing it from spoiling quickly.",,,i4xn7GlybujuwXP0inmic,172dIoVgcj0jmgE1__Pjs,,,535,502,,Understanding Living Organisms and Life Processes,Applying Science to Everyday Life,
Grade 8 — Science,11,2,Science,8,openEnded,shortAnswer,The table below shows how different materials expand on heating. \n(a) Which material expands the most on heating? \n(b) Why are gaps left between railway tracks? \n(c) Which metal would you recommend for electrical wires and why?,1,1,1,,Correctly identifying Aluminium as the material that expands the most.,Explaining gaps in railway tracks (to allow expansion and prevent bending).,Correctly recommending Copper for wires with a valid reason (good conductor + moderate expansion).,,Oh0qfO2Ezb6vyEdzebx04,FYhhzki91i5mmixCMDh6r,pLNPLQeR7I9xkm_j0rgUW,,500,504,502,Understanding Properties and Changes of Materials,Understanding Heat and Its Transfer,Applying Science to Everyday Life
Grade 8 — Social Science,1,18,Social Science,8,openEnded,shortAnswer,Name any two Fundamental Rights provided by the Constitution of India.,1,,,,"Awarded if the student correctly names any two distinct fundamental rights of the Indian Constitution, accepting common or simplified phrasing that clearly indicates the core right",,,,disLy8g5Q8tGldNS1kh-1,,,,516,,,Understanding Constitutional Rights & Duties,,
Grade 8 — Social Science,2,18,Social Science,8,openEnded,shortAnswer,Describe one key feature of the Harappan Civilization's urban planning.,1,,,,"Correctly describes one key feature, such as the well-planned grid layout of streets, the advanced drainage system, the use of baked bricks, or the division of the city into a citadel and a lower town.",,,,JSK0iYLb6uxGsBVDx_sbo,,,,517,,,Understanding Early Civilizations,,
Grade 8 — Social Science,3,18,Social Science,8,openEnded,shortAnswer,Name one major factor that influences soil formation.,1,,,,"Correctly names one valid factor, such as parent rock, climate, relief/topography, organisms, or time.",,,,lwK9Q6xkRth1OhzblI539,,,,518,,,Understanding Natural Environment & Resources,,
Grade 8 — Social Science,4,18,Social Science,8,openEnded,shortAnswer,What is the primary role of the Panchayati Raj system in India?,1,,,,"Correctly identifies the primary role as local self-governance at the village or grassroots level, responsible for local administration and development.",,,,i8Xycdd2TlEw9j4wvxU45,,,,538,,,Understanding Local governance,,
Grade 8 — Social Science,5,18,Social Science,8,openEnded,shortAnswer,Explain the importance of biodiversity for sustainable development.,1,1,,,"For explaining that biodiversity provides essential ecosystem services (e.g., clean air/water, pollination, soil fertility, climate regulation) that are fundamental for human well-being and life support.","For explaining that biodiversity offers resources for human needs (e.g., food, medicine, raw materials) and/or contributes to ecosystem resilience/stability, which is crucial for long-term development without depleting resources for future generations.",,,hxrEWfJ-6fJXBqAyKKRtj,9HfVvVX5UyDcatUgAecae,,,518,,,Understanding Natural Environment & Resources,,
Grade 8 — Social Science,6,18,Social Science,8,openEnded,shortAnswer,Identify two factors that contributed to the growth of nationalist sentiment in Europe during the 19th century.,1,1,,,"Identifies and briefly explains one valid factor, such as the spread of ideas from the French Revolution (liberty, equality), the rise of a common culture or language, or the formation of nation-states, etc.","Identifies and briefly explains a second, distinct valid factor.",,,E5MihERNWEqGHGbSkHJn-,tauxteIlKQmGyo5_oH9yS,,,510,,,Exploring Historical Places and Events,,
Grade 8 — Social Science,7,18,Social Science,8,openEnded,shortAnswer,How did the Battle of Plassey in 1757 contribute to the expansion of British power in India?,1,1,,,"For explaining that the victory at Plassey led to the establishment of British political dominance/control over Bengal (e.g., placing Mir Jafar as a puppet nawab).","For explaining that it provided the British with immense economic resources/revenue from Bengal (e.g., for funding troops, trade, and further expansion) AND/OR weakened Indian rulers significantly, paving the way for further territorial annexations and reduced opposition.",,,995cd0eb-df3a-490e-aa5b-8916c2d81478,a08ae31e-f9ce-434e-b262-4b5034b178c7,,,510,,,Exploring Historical Places and Events,,
Grade 8 — Social Science,8,18,Social Science,8,openEnded,shortAnswer,What are the key features of the Indian Constitution?,1,1,,,"Mentions any one correct feature (e.g. Longest Written,  Fundamental Rights, Federalism, Parliamentary Democracy, Secularism, Independent Judiciary, etc).",Mentions a second correct feature from above or anything.,,,NWAaW0qSz3x9L1BPATA2y,srrea5el2fE6cz3AtN78V,,,516,,,Understanding Constitutional Rights & Duties,,
Grade 8 — Social Science,9,18,Social Science,8,openEnded,shortAnswer,Why is a Parliament necessary for a country that follows democracy?,1,1,,,"For explaining that Parliament is necessary because it is the law-making body AND/OR represents the people/their will (i.e., gives citizens a voice).","Mentions its key functions, such as making laws for the country and controlling the government, which are essential for a democracy to function.",,,xANwaetBFOTkuEgmDiov_,Z_IuNogT_uv6QoUZiuJsA,,,521,,,Understanding Democratic Governance,,
Grade 8 — Social Science,10,18,Social Science,8,openEnded,shortAnswer,"Describe the process through which the East India Company, which came to India as traders, eventually became rulers of the territory.",1,1,1,,Mentions that the Company arrived in India as traders or established trading posts/factories.,"Mentions that the Company gained political influence through alliances with local rulers or used military victories (e.g., Plassey).",Mentions that the Company assumed administrative/revenue powers(collected taxes) and became rulers.,,ppkFnwUVfP8dai64PYFPR,W6I0cmEi3nhMDv7tjs2bN,d7ab2cfd-2778-4941-957c-03d48acd053f,,510,,,Exploring Historical Places and Events,,
Grade 8 — Social Science,11,18,Social Science,8,openEnded,shortAnswer,Explain how colonial rule under the British affected the lives of tribal communities in India. Give two distinct examples.,1,1,1,,"For a clear explanation of the general impact of British rule on tribal lives.\n(e.g., Mentioning the disruption of their traditional way of life, loss of control over land and forests, or economic exploitation).","For the first distinct example of a British policy and its effect.\n(e.g., The Forest Acts, which declared forests as state property, restricting tribal access for hunting, gathering, and shifting cultivation).","For a second distinct example of a British policy and its effect.\n(e.g., The introduction of land revenue systems and private ownership, which led to land alienation as tribals were forced into debt and lost their land to moneylenders and traders).",,NGwIQBBUw5ey_S6pQU3de,0BADVZa0Un9RuLjYmc3mV,v8PFLWOUar5MbYwIRjWhM,,510,,,Exploring Historical Places and Events,,
